"ID","Gene","Chromosome","Start","End","Strand","Length","BioType","Description","Ws4_L_M1","Ws4_L_M2","Ws4_L_M3","Ws4_L_SC1","Ws4_L_SC2","Ws4_L_SC3","per5_L_M1","per5_L_M2","per5_L_M3","per5_L_SC1","per5_L_SC2","per5_L_SC3","per5_L_M_vs_Ws4_L_M_pvalue","per5_L_M_vs_Ws4_L_M_padj","per5_L_M_vs_Ws4_L_M_log2FoldChange","Ws4_L_SC_vs_Ws4_L_M_pvalue","Ws4_L_SC_vs_Ws4_L_M_padj","Ws4_L_SC_vs_Ws4_L_M_log2FoldChange","per5_L_SC_vs_Ws4_L_SC_pvalue","per5_L_SC_vs_Ws4_L_SC_padj","per5_L_SC_vs_Ws4_L_SC_log2FoldChange","per5_L_SC_vs_per5_L_M_pvalue","per5_L_SC_vs_per5_L_M_padj","per5_L_SC_vs_per5_L_M_log2FoldChange","cl"
"AT2G02120.1","PDF2.1","2",538250,539123,"+",873,"protein_coding","Defensin-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q41914]",23.1849365780879,7.03360539211368,8.12194535901136,27.8311200324139,2.24589456232518,35.1579025741951,15.9047124632854,22.730120699632,22.5681698152482,13.7615265243758,0.868941799329967,8.28046827775403,0.804862150616677,0.99997831504248,0.217494405739895,0.3150449119062,0.936534783619251,-1.00967691903623,0.0183840096812012,0.291832463081582,-2.19531775478977,0.000998481275245142,0.02002416102837,-3.4224890795659,4
"AT3G05380.5","ALY2","3",1539582,1546469,"+",6887,"protein_coding","DIRP ;Myb-like DNA-binding domain [Source:TAIR;Acc:AT3G05380]",88.1690750083479,0,67.1154728016238,101.597463554252,0,46.8926595298465,109.169508513686,66.1333014374678,90.5931598987417,131.072100190654,25.9385359067377,80.0411598884509,0.347120056225297,0.99997831504248,0.808396219271841,0.00497554576985212,0.145506082110931,-2.9450616144253,0.700485476751473,0.980848198070287,0.335117630223261,0.000470171855194203,0.0112986052747727,-3.41834020347388,1
"AT3G04570.1","AHL19","3",1230746,1232451,"+",1705,"protein_coding","AT-hook motif nuclear-localized protein 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9SR17]",9.88429396443957,12.9091603271566,14.5013026370358,15.7732828494828,5.59003628179843,18.0346491578427,14.7143086946992,15.1744750226625,19.3609587184346,4.1999514025393,0,5.24093110865036,0.974277197711183,0.99997831504248,-0.0238747229394034,0.350263189613241,NA,-0.785282331877751,0.00359248721244251,0.112438869937189,-2.49863698757772,0.000516377450273134,0.012072015148333,-3.26004459651607,6
"AT3G20130.2","CYP705A22","3",7026929,7028916,"+",1987,"protein_coding","Cytochrome P450 705A22 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJY5]",23.3665662391697,23.4717513559835,19.0346607482687,25.9196945307462,8.94323321579468,27.9539033381042,8.58373253473749,39.0212819124538,25.4714414888401,5.24903762965581,0,7.48620629751101,0.80389565584626,0.99997831504248,-0.22315343523595,0.41825404394358,0.969754442999612,-0.80407555023419,0.0065042914064444,0.164928318609053,-2.67390259116431,0.00240809656712033,0.0388909153220314,-3.25482470616255,6
"AT3G01190.1","PER27","3",67032,68665,"-",1633,"protein_coding","Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178V802]",39.5100796698275,76.2736175543595,57.0767213409442,47.2688113771102,21.2506447336002,36.0681876744062,42.9083524192485,43.349831095064,42.8234829403378,0,1.73110499705803,19.4757802847504,0.442550718533562,0.99997831504248,-0.698017025657709,0.256081229641482,0.899025711547397,-1.13126623025252,0.00361896037882889,0.112978119412635,-2.8200986951694,0.00208354895609597,0.034890711157481,-3.25334789976421,6
"AT4G01130.3",NA,"4",485777,488185,"+",2408,"protein_coding","GDSL esterase/lipase At4g01130 [Source:UniProtKB/Swiss-Prot;Acc:Q9M153]",94.3867353489959,14.0835328473741,25.3828584550238,74.4052614820016,0,36.0699230758083,120.18013739074,16.2595989511173,35.6528583451852,31.4863315481599,9.51533311491735,11.227474467408,0.603243215337604,0.99997831504248,-0.355217174875463,0.00559505648744612,0.158358102489363,-2.23984339884089,0.067779695646241,0.539317306978034,-1.31140085498985,7.01695720098478e-05,0.00243332482491927,-3.19602707895528,1
"AT2G05440.5","ATGRP9","2",1993080,1994177,"+",1097,"protein_coding","Glycine-rich protein 9 [Source:UniProtKB/TrEMBL;Acc:Q9SL23]",412.15303394663,954.511376488267,552.217316179898,347.631403862172,407.026496967611,1217.98420358102,547.318735697122,1212.77837190808,1376.5937082436,144.639400495495,58.9997687583877,197.617103505048,0.484948632396568,0.99997831504248,0.327965753364835,0.310988287388327,0.933975202289886,-0.518700665306001,1.39905704307698e-06,0.000363814365542274,-2.3089727570802,1.67605338251647e-09,2.78984672364475e-07,-3.15563917575103,6
"AT5G37990.1",NA,"5",15133867,15135169,"-",1302,"protein_coding","Probable S-adenosylmethionine-dependent methyltransferase At5g37990 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKC8]",100.478013046083,127.887297480647,46.1807274028537,57.314281720262,44.7624040447445,63.1166744637674,150.752359476064,92.1016667316831,61.2258174572503,12.6219795668049,5.1960181901596,16.490333934107,0.755290417441706,0.99997831504248,0.170041299959791,0.275689511825251,0.91410351355565,-0.655489046390161,0.000158472042859414,0.0141893429144891,-2.2450868506154,1.81349303347871e-06,0.000116891425239273,-3.07061719696535,4
"AT3G52150.2","PSRP2","3",19342024,19343448,"+",1424,"protein_coding","PSRP2 [Source:UniProtKB/TrEMBL;Acc:A0A178VFQ5]",658.412341218364,684.008999252741,536.928324759464,1133.71390320124,351.409024810259,760.101004185295,859.136995928709,579.685327870948,778.66822674861,396.59137375037,80.5436078740168,32.2337980075142,0.976599349515886,0.99997831504248,0.0165984885989098,0.557459324854408,0.98737347502084,-0.361558568897608,3.9069454949321e-06,0.000776433948602603,-2.65218071549381,1.50253106474919e-06,0.000100377956129674,-3.03033777299032,6
"AT3G54250.2","MVD2","3",20082964,20084732,"-",1768,"protein_coding","Diphosphomevalonate decarboxylase MVD2, peroxisomal [Source:UniProtKB/Swiss-Prot;Acc:F4JCU3]",26.0017169836202,31.6757837606047,28.9667261777462,37.0523001147558,11.194348540454,18.0328614920541,31.8611303851309,37.9199430520826,10.2094067235337,5.26244485288104,4.33141016569483,0.74986553059149,0.90034149106612,0.99997831504248,-0.0938925123000925,0.623196563411306,0.994453369763886,-0.405278307629194,0.00205302702996833,0.0796574487627715,-2.6628301772965,0.00141678673296503,0.025934260372926,-2.9742159726256,6
"AT3G29410.1","TPS25","3",11302431,11305198,"-",2767,"protein_coding","Terpenoid synthase 25 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIA1]",42.2521579662477,38.7301039782105,29.9166564111958,30.4417584774366,19.001061585535,29.7577759994012,30.6587880142622,24.9317139532053,31.576385998112,5.24733605943846,0,11.9753986426605,0.357856510700774,0.99997831504248,-0.653472629731041,0.194011559890208,0.85670020527692,-1.0191702197071,0.00116755961397512,0.0548264794897749,-2.54426461188815,0.000679190974510277,0.0148885340224518,-2.9099622018642,6
"AT3G08760.1","ATSIK","3",2657866,2661095,"-",3229,"protein_coding","ATSIK [Source:UniProtKB/TrEMBL;Acc:A0A384KX76]",6.29443326425537,9.38946091954045,27.2007708609834,145.500708357299,90.5213759492936,89.2743087300484,149.625420612859,68.2945139470581,109.984330675799,25.1804326897649,3.45950813517025,71.0914481961832,0.00107331553000551,0.34055516414248,2.65320800174859,0.00603976399719212,0.165219333554769,2.41463732821556,0.00121663765680267,0.0562402360038,-2.59999318612505,0.00135743312812021,0.025273967444374,-2.83856385965808,6
"AT3G28740.1","CYP81D11","3",10788698,10790553,"-",1855,"protein_coding","Cytochrome P450 81D11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHA1]",325.22580559767,499.923471029704,870.897607838376,158.815418590797,45.8430158656376,241.662392291432,192.502545233499,352.252468872921,1297.38342608,90.3162688654695,99.5100535676976,222.393006493759,0.0904450006924813,0.99997831504248,-0.76358556489086,2.80466069272456e-09,1.03451266745029e-06,-2.97296189386437,0.20020101332682,0.778701993487111,-0.593601626867827,2.90646658174844e-08,3.52275036956772e-06,-2.80297795584133,1
"AT5G47990.1","CYP705A5","5",19434758,19436749,"+",1991,"protein_coding","THAD1 [Source:UniProtKB/TrEMBL;Acc:A0A178UGC2]",63.8156696772514,72.7636094501609,22.6617109682504,29.3055642571047,7.82482992025654,4.50871603971911,52.7302814208602,29.2665853658897,45.8442329543153,4.19873135694931,7.78580327710645,3.74281333841457,0.887506031850823,0.99997831504248,0.0928625188624296,0.0196521336769448,0.326379553419065,-1.74900661582404,0.213713135021476,0.791156121833251,-0.953399102318067,0.000477906945634686,0.011451420939162,-2.79526823700453,4
"AT3G53990.2",NA,"3",19989337,19991106,"-",1769,"protein_coding","AT3G53990 protein [Source:UniProtKB/TrEMBL;Acc:Q9M328]",15.2421258075796,10.5585783215266,20.8196438425612,40.4195795779881,3.35834439447422,10.819720768535,55.1440422362022,18.4182139806541,21.4401212741039,16.8401788379027,1.73255899871755,18.7469035366152,0.666796596842374,0.99997831504248,0.328273927275408,0.099844543431983,0.699679854925797,-1.47020192971457,0.222180217551392,0.799731002477724,-0.97463796080767,0.00175308317015326,0.0308029420073095,-2.77311381779764,4
"AT5G18590.2",NA,"5",6178354,6182706,"-",4352,"protein_coding","Galactose oxidase/kelch repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q0WWX4]",35.974533471232,23.4742655645383,74.3561894507001,64.308875136481,26.818386221606,137.97046235913,77.26945823756,57.4560889139919,84.5120166874976,48.2532463376059,12.1070786078591,14.2165125559002,0.567796582857303,0.99997831504248,0.295313984128398,0.554457732277864,0.98737347502084,-0.338438952092081,6.7705726734032e-05,0.0077336391789097,-2.13149768613787,3.05755178793147e-06,0.000183071829834708,-2.76525062235835,6
"AT3G16440.1","ATMLP-300B","3",5585944,5587798,"+",1854,"protein_coding","Myrosinase-binding protein-like protein-300B [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLA7]",12.5665323067396,11.7337262393376,9.96359581533044,11.2476385829308,5.59353707268242,9.91857822930501,11.0323603857356,28.1752575699727,32.638406550862,2.10242700937151,2.59722133874959,8.99128509097943,0.331101414248715,0.99997831504248,0.741403257018468,0.394696698506084,NA,-0.745287516979719,0.151274592341725,0.71982794144464,-1.22184032085505,0.0028531847204947,0.0439200469181947,-2.70853109485324,4
"AT5G15190.2",NA,"5",4932708,4933620,"-",912,"protein_coding","At5g15190 [Source:UniProtKB/TrEMBL;Acc:Q8GW49]",86.8704672102862,16.4212245788301,19.901858610097,16.8117449531385,2.24034136810779,21.6385208366166,22.0506886987133,10.8319353765021,25.5494239535082,11.5920350757797,5.20084540181206,4.50291541753643,0.0605959006984299,0.99997831504248,-1.37539443672176,0.0020172474006285,0.0794017741910039,-2.65679387828746,0.0826887194825018,0.582764344939284,-1.38848041568648,0.00258927764385595,0.0410470375947909,-2.66987985725218,1
"AT5G66470.2",NA,"5",26541562,26544359,"-",2797,"protein_coding","GTPase ERA-like, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ74]",334.20759861724,217.102689193508,231.090538852453,179.087748907687,92.8045344114363,125.339783449047,231.738269680705,220.022009570955,301.67151772995,89.2667611813407,12.9796233857974,101.837034895004,0.502263415783194,0.99997831504248,-0.339228044880979,0.00482133799592093,0.142453719158548,-1.56741058595184,0.0063805493346947,0.163315338154217,-1.41828674702795,3.29211115546411e-06,0.000195708169832448,-2.64646928809881,4
"AT3G25640.1",NA,"3",9333719,9334813,"+",1094,"protein_coding","Protein of unknown function, DUF617 [Source:TAIR;Acc:AT3G25640]",11.662943656665,14.0793927951651,9.05518414818261,7.86700251303172,7.83329630555663,17.1316900600271,12.2563845974317,24.9217605220202,17.3469035971282,3.15540141489769,1.7319796007785,4.49727705727541,0.476469538714278,0.99997831504248,0.504168846974194,0.729739005931151,NA,-0.275095076096937,0.0244757571685366,0.334022336131358,-1.85087536094615,0.00272873839462795,0.0427154484244958,-2.63013928401728,6
"AT3G54890.2","LHCA1","3",20339504,20341103,"-",1599,"protein_coding","Chlorophyll a-b binding protein, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A178VBT7]",38.5603497442674,4.6928196722592,33.4957718619857,23.5845813186257,14.5513130357902,15.3280433978427,41.666434010095,40.0880399936302,34.7072087347411,14.7323134373806,6.06343703324457,14.2458514648424,0.427150571933671,0.99997831504248,0.511076113721779,0.190547516034547,0.853962420235324,-0.961309355406886,0.127694414874667,0.672954677783357,-1.04238818376462,0.000747271064980671,0.0160786230383368,-2.51477365289329,4
"AT1G56600.1","GOLS2","1",21207537,21209635,"+",2098,"protein_coding","Galactinol synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FXB2]",153.579221142737,15.2551481240235,32.6187193680704,60.7920540289942,6.70999788476804,6.31198597551277,51.4927644614959,5.41892697123499,25.486019322866,25.2133872706586,4.32730828200742,6.74072338596246,0.0106868761147881,0.972206792848106,-1.41178218997014,7.69548529619998e-05,0.0063078155282723,-2.63096705735163,0.036554706807523,0.407609353129449,-1.28241158754554,0.00027805323561093,0.00749722806342731,-2.50159645492703,1
"AT3G13000.2",NA,"3",4157713,4162065,"-",4352,"protein_coding","AT3G13000 protein [Source:UniProtKB/TrEMBL;Acc:Q56W79]",85.4355785466726,98.5912422481864,128.759800482317,120.711401577993,27.9365710895002,82.9624619588906,207.275673033261,124.667752743367,128.300500266858,24.1278319542741,22.4851570302142,105.504935037347,0.803687698768176,0.99997831504248,0.150119018752374,0.0463077528930215,0.510868634259124,-1.33001652642486,0.108117904752064,0.638828635184783,-0.995143878793941,0.000259097047096343,0.00709334985954111,-2.47527942397117,4
"AT1G06890.3","UXT3","1",2111341,2114601,"-",3260,"protein_coding","UDP-xylose transporter 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXL8]",104.211549156322,52.8084815292462,113.277384743172,116.006293186116,49.1986111350158,103.698215891308,24.5223186832897,17.3415151161065,74.4010350366821,27.3061883785438,0,29.204007165979,0.0102381230266809,0.972206792848106,-2.00272435036305,0.176283714108278,0.836302432947186,-1.14290438611436,3.45014608286133e-05,0.00458344406790555,-3.3274506986536,0.00561434230050703,0.0706439012972858,-2.46763073440492,5
"AT1G64430.3",NA,"1",23933380,23935732,"+",2352,"protein_coding","Pentatricopeptide repeat (PPR) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8VYZ8]",46.7216844014824,24.6444415525852,29.0011757837389,28.16271488486,22.3612823814718,10.8207473408197,25.7494018047303,22.7613253072231,72.3543348862902,19.9516590568465,6.05683024385571,5.24125469451376,0.682347243413741,0.99997831504248,0.294969663954739,0.252097281581137,0.897449892488246,-0.921881558388594,0.10464714027815,0.633167004197795,-1.24746011151207,0.00311674750447655,0.0465424352223509,-2.4643113338554,4
"AT4G33467.2",NA,"4",16101460,16102220,"-",760,"protein_coding","Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q570U1]",326.177679498621,10.5528880168003,65.9608999185294,237.917629500271,21.3098045785208,167.684006441779,264.430101104754,14.0757492585326,75.7690222216318,142.599436115133,21.6968833289733,50.3596443702072,0.162590398683615,0.99997831504248,-0.784994998992718,0.0525439578552406,0.545448288181459,-1.21083531582518,0.000349887338766699,0.0248975835428868,-2.02598785737759,0.000111392373962488,0.00356569845268639,-2.45182817421005,4
