"ID","Gene","Chromosome","Start","End","Strand","Length","BioType","Description","Ws4_R_M1","Ws4_R_M2","Ws4_R_M3","Ws4_R_SC1","Ws4_R_SC2","Ws4_R_SC3","per5_R_M1","per5_R_M2","per5_R_M3","per5_R_SC1","per5_R_SC2","per5_R_SC3","per5_R_M_vs_Ws4_R_M_pvalue","per5_R_M_vs_Ws4_R_M_padj","per5_R_M_vs_Ws4_R_M_log2FoldChange","Ws4_R_SC_vs_Ws4_R_M_pvalue","Ws4_R_SC_vs_Ws4_R_M_padj","Ws4_R_SC_vs_Ws4_R_M_log2FoldChange","per5_R_SC_vs_Ws4_R_SC_pvalue","per5_R_SC_vs_Ws4_R_SC_padj","per5_R_SC_vs_Ws4_R_SC_log2FoldChange","per5_R_SC_vs_per5_R_M_pvalue","per5_R_SC_vs_per5_R_M_padj","per5_R_SC_vs_per5_R_M_log2FoldChange","cl"
"AT1G17170.1","GSTU24","1",5869543,5870883,"+",1340,"protein_coding","Glutathione S-transferase U24 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHH6]",6062.98842838398,5503.84223522986,3952.99232931331,3426.34283177979,2235.65912959776,1748.9460598046,6617.68829204259,4747.2266137298,3827.10024070093,2037.31079970537,1579.77738343533,1395.10251473036,0.71592981514234,0.999931207122935,-0.0380966678670571,1.23843210213497e-23,4.6301437921392e-20,-1.05712095799553,0.0020813558201781,0.0463781036478525,-0.337152778989644,5.32510862768107e-35,1.26694016268219e-31,-1.35617706911812,6
"AT4G22210.2","LCR85","4",11752414,11752816,"+",402,"protein_coding","low-molecular-weight cysteine-rich 85 [Source:TAIR;Acc:AT4G22210]",104.72816122226,78.8875055102345,42.6230144735178,94.7710989856255,76.3110610733984,121.805091893017,95.9165186015471,99.4699433297873,69.704690321825,1229.60847423755,940.730176182838,1247.99144598384,0.428233174271979,0.999931207122935,0.245887808611009,0.177288228622191,0.665067440138497,0.416217077782827,7.81306895092331e-33,1.28028624568159e-29,3.60318175488614,1.74245287507652e-34,3.80014451613563e-31,3.77351102405796,7
"AT1G76930.2","ATEXT4","1",28895301,28897120,"-",1819,"protein_coding","extensin 4 [Source:TAIR;Acc:AT1G76930]",12370.5760558437,16447.8303181319,16280.7773873722,7011.02592019536,7039.61665509749,7661.35079508885,12747.0717050727,16524.4523141715,16073.1965534006,6232.19137135807,5162.65940096396,6242.28778862814,0.962754705904912,0.999931207122935,0.00525787580897882,5.6961351525811e-21,1.8634194134775e-17,-1.06142566368489,0.00185761841365495,0.0421741451908608,-0.361033747068291,2.82534434270074e-34,5.68785283021701e-31,-1.42771728656216,6
"AT2G29420.1","GSTU7","2",12617936,12618899,"-",963,"protein_coding","Glutathione S-transferase U7 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW24]",1728.73537397284,1950.07795302348,1752.75252376891,1173.77896249901,994.953880397455,1048.02021441719,1817.30367521895,1793.17936057924,1756.04629640347,829.428488505447,707.602179574033,778.186374027047,0.856968249106019,0.999931207122935,-0.0165369220766275,5.77714089836386e-16,7.9575554974253e-13,-0.753798643067406,3.07898837559738e-06,0.000194052894070173,-0.459191488361047,4.20323164613458e-34,7.85734110078486e-31,-1.19645320935183,6
"AT2G45360.1",NA,"2",18698592,18699514,"+",922,"protein_coding","Ankyrin repeat/KH domain protein (DUF1442) [Source:UniProtKB/TrEMBL;Acc:O22136]",18.2056234239216,57.7294248041583,105.992504363598,58.9694514255474,107.0956006092,276.096395901644,28.5743895948858,112.50900018854,230.304893744543,513.396167726719,1083.3501325472,1725.21973072848,0.000125690502233248,0.0268025176441914,0.935455799787309,2.57453973606389e-06,0.000350928538711083,1.13428093691214,8.33143327901638e-30,1.05494880387982e-26,2.43813902873596,9.32405827389527e-33,1.62679952724075e-29,2.63696416586078,7
"AT1G54890.1",NA,"1",20462940,20464697,"+",1757,"protein_coding","Late embryogenesis abundant (LEA) protein-like protein [Source:UniProtKB/TrEMBL;Acc:Q9FZ41]",48.6935531620362,30.4245126921946,39.6763290066047,176.322108426118,104.327622797863,137.407974953022,41.1110426686348,26.7415792169909,27.5290890557367,300.92906868288,336.027794226464,343.039546947458,0.314836645101209,0.999931207122935,-0.307799161671577,4.24922169372547e-11,2.18051727346058e-08,1.82932510135837,1.8955796776579e-07,1.59532214744762e-05,1.33332855201439,1.7978277411647e-32,2.94068436337633e-29,3.47045281504434,5
"AT3G45060.1","NRT2.6","3",16477561,16479559,"-",1998,"protein_coding","High affinity nitrate transporter 2.6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXH0]",2.47455854174555,5.07216844595371,1.10170931240859,5.09862286155327,6.46561434666453,5.28825937070558,8.38703878895556,5.34638335075407,9.16890344934516,354.333629252302,723.757461812616,406.124145642435,0.0397316583423258,0.792807106870188,1.39957890852442,0.17047503803858,0.656113650906298,0.960518924176386,9.24234737683298e-35,1.98049285289566e-31,6.43487927659662,4.96581558259942e-32,7.64472703601232e-29,5.99581929224858,7
"AT5G38940.1",NA,"5",15588723,15589728,"+",1005,"protein_coding","RmlC-like cupins superfamily protein [Source:TAIR;Acc:AT5G38940]",68.6367511765116,130.696035619745,116.978742025606,891.207548836227,901.445672321643,977.640590782046,80.6448605185265,117.813234301171,118.48623777969,1599.48614713776,816.373844302758,1241.1348442438,0.984177748905506,0.999931207122935,0.00584778053846185,3.60114632622757e-28,3.14152001679006e-24,3.1365065141687,0.225634890966625,0.790446741864331,0.34093649117507,5.51242724444656e-32,8.01476296746727e-29,3.47159522480531,4
"AT4G01630.1","EXPA17","4",700566,701769,"+",1203,"protein_coding","Expansin [Source:UniProtKB/TrEMBL;Acc:A0A178UWZ2]",66.9232831661443,68.9246201362259,62.8664034133673,121.164221389478,102.843635823978,159.408444451626,83.9578288976361,77.0698558902144,110.290894381545,708.238489447285,616.899331530229,506.644083984688,0.0796280326476511,0.936338193211555,0.441268522437814,0.00015386306138804,0.00949705231034524,0.935256005194782,6.70999330153019e-22,4.24818825910742e-19,2.2507847372064,1.14008958596384e-29,1.53524685540802e-26,2.74477221996337,7
"AT1G66280.1","BGLU22","1",24706512,24709996,"-",3484,"protein_coding","Beta-glucosidase 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8Y9]",4136.81408211494,4457.76945433274,4547.38116016904,6191.63371324849,7916.47470337046,10582.6176788124,5046.81956032045,6464.1925526984,8856.29167908236,29069.1984472579,23882.0462402855,27968.6294363998,0.000257847381842124,0.0463022650485578,0.592661786120658,1.77555350258964e-07,3.27239512086434e-05,0.847754482577467,4.74184443994858e-23,3.38701437342686e-20,1.63947978898602,1.17324279195141e-29,1.53524685540802e-26,1.89457248544283,7
"AT5G23830.1",NA,"5",8033665,8034977,"+",1312,"protein_coding","MD-2-related lipid recognition domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q9FF97]",564.900943560674,422.44747817949,313.449860878971,833.091198784751,874.058633995833,514.562053969836,634.305700824698,735.877100021717,573.015183842788,3059.65335638494,2528.36850025421,1998.6410175497,0.000691836471372101,0.0944183824305075,0.631516661703503,1.02149322646855e-05,0.00108672761097188,0.820527114421268,1.10943722174038e-24,9.65799771438184e-22,1.91609626347682,9.84750852495606e-29,1.22723402669821e-25,2.10510671619458,7
"AT3G28345.1","ABCB15","3",10593690,10599042,"-",5352,"protein_coding","ABC transporter B family member 15 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHD1]",4077.36556423659,4591.54022034963,4693.51000533913,2448.51339122734,1531.3647655304,2282.82222582249,3009.0739852752,2943.98687455384,3408.25947891888,645.565646870435,361.448166601101,342.468689691993,0.0322043062281711,0.727585244709526,-0.512344911983465,5.42435036382889e-06,0.00065119574941177,-1.09037699540099,1.26145583971424e-18,5.02005361813137e-16,-2.18983487203793,2.53509636821868e-28,3.01572759330232e-25,-2.76786695545545,2
"AT1G60730.1",NA,"1",22357976,22360277,"-",2301,"protein_coding","NAD(P)-linked oxidoreductase superfamily protein [Source:TAIR;Acc:AT1G60730]",1566.22587097846,2223.17443682802,2015.58844003268,972.445127911771,1046.33510319789,1043.40976469155,1570.46946397995,1981.90529039716,1850.95154237394,643.50145431508,814.915534667147,833.583329043588,0.359319971760463,0.999931207122935,-0.104005943663551,5.23368388199569e-16,7.60948560420606e-13,-0.930727835910402,3.08574981257732e-05,0.0014326622088161,-0.500831833213148,2.7433897510415e-28,3.12161970323944e-25,-1.32755372546,6
"AT2G43510.1","ATTI1","2",18066960,18067860,"+",900,"protein_coding","TI1 [Source:UniProtKB/TrEMBL;Acc:A0A178VRC4]",558.961564223864,718.832447484919,763.244612509654,547.682106142095,611.403832170957,609.700268190157,525.499702041294,572.405686211213,569.425720678869,82.8600572300257,106.840176030444,43.3064138368131,0.216461136659096,0.999931207122935,-0.289182035657408,0.372204551185242,0.832515510899655,-0.208862886028867,4.33642315074267e-30,5.7523685576304e-27,-2.92749761323419,5.34449859707862e-28,5.82795303267269e-25,-2.84717846360565,2
"AT1G17180.1","GSTU25","1",5872024,5873124,"+",1100,"protein_coding","Glutathione S-transferase U25 [Source:UniProtKB/Swiss-Prot;Acc:Q9SHH7]",4343.31104949696,3016.93440992515,2569.31296260263,1444.33066728759,584.1107051785,603.606507733358,4852.18344939739,3071.73064094427,2769.05996267715,875.059414337374,584.44085372969,622.177617293651,0.527197929553278,0.999931207122935,0.113311336927646,2.33359760984056e-26,1.52681457617843e-22,-1.92477936580643,0.922166534281394,0.996252400275733,-0.0183690103866479,7.13642209622368e-28,7.4706921072108e-25,-2.05645971312072,8
"AT4G36670.1","PLT6","4",17287496,17289728,"-",2232,"protein_coding","At4g36670 [Source:UniProtKB/TrEMBL;Acc:A4VCM1]",166.620445464022,310.416550708634,308.478817743775,202.925000309424,362.883047551436,502.384061065726,114.902505767995,206.370533660519,240.684073057205,684.807582064993,716.1982520009,921.030407123252,0.00184417369181789,0.172978422399207,-0.513295298373236,0.0306701792101621,0.312931485422671,0.344411946427916,1.93822048515735e-09,2.30739350662514e-07,0.944370264549651,9.0751272488849e-28,9.13481366271411e-25,1.8020775093508,7
"AT1G73300.1","SCPL2","1",27559483,27562048,"-",2565,"protein_coding","Serine carboxypeptidase-like 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAU3]",36.3128600927057,93.3030924834477,168.621377891395,74.4036449034414,239.379737586744,570.788908907704,63.7629819377869,175.421714781142,286.750136148981,899.164144612243,1128.02038283746,1896.44223723651,0.000670208531600672,0.0923906155052543,0.796772780146268,2.92141789822405e-08,6.64838502734102e-06,1.28185526561175,3.77201281642204e-19,1.5920751670768e-16,1.94686321736265,1.5222823837054e-27,1.431378256057e-24,2.43194570282813,7
"AT5G22140.1",NA,"5",7340055,7341959,"-",1904,"protein_coding","FAD/NAD(P)-binding oxidoreductase family protein [Source:UniProtKB/TrEMBL;Acc:Q9C574]",1255.03922106886,1056.85581744373,819.862508735207,837.946100015172,593.467138638985,442.981650792833,1186.18933778576,950.80136754849,902.448633157744,472.721592839946,367.304575885991,310.50560355821,0.823273935869264,0.999931207122935,-0.0227911374865841,4.15023810299553e-12,3.017107816486e-09,-0.721547440753129,4.39148817982001e-06,0.000266307438934427,-0.517167504700374,1.53141229489114e-27,1.431378256057e-24,-1.21592380796692,6
"AT1G66570.2","SUC7","1",24835244,24837441,"-",2197,"protein_coding","Sucrose transport protein SUC7 [Source:UniProtKB/Swiss-Prot;Acc:Q67YF8]",101.485455695329,397.602185760985,505.779459432679,45.8758010793303,109.143865849895,188.202279533874,99.8235408863107,226.72787342368,293.524936627489,13.1296644206182,36.0681684331989,77.3306779006116,0.00927216519038486,0.458939109223375,-0.601133970448097,6.88560366488487e-12,4.57484602429456e-09,-1.64589990315749,1.68746941598879e-12,3.38185867058991e-10,-1.97075962459517,1.80023081176616e-27,1.62461519223214e-24,-3.01552555730456,6
"AT5G06860.1","PGIP1","5",2132350,2133587,"+",1237,"protein_coding","PGIP1 [Source:UniProtKB/TrEMBL;Acc:A0A178UBN4]",2452.37693345198,4188.74206514031,3706.25772566289,1649.8638838274,1951.79154302685,2252.45173199876,1790.52050461858,2638.12093841054,2343.92524851177,734.230714370365,612.460719996215,660.055594058307,0.000207482272064188,0.0398818916619156,-0.609353956484967,3.58651790489909e-07,6.09498442137105e-05,-0.837886794012404,2.09451857865228e-21,1.19075518460238e-18,-1.62738285349895,7.04660224585668e-27,6.14722091254384e-24,-1.85591569102639,2
"AT4G12550.1","AIR1","4",7439115,7439805,"+",690,"protein_coding","Putative lipid-binding protein AIR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7I2]",988.023154468516,888.486578226061,928.412100873977,1808.21867925387,1558.18951049069,2606.66816548625,1612.72695619869,2524.80537112073,2836.94233031967,10030.6688978119,10451.705684671,10516.7807514629,1.76658931714246e-11,3.21460369409356e-08,1.27143252874721,3.88237214947522e-08,8.68423602768513e-06,1.04131680289703,3.65365050509264e-33,6.78531614135772e-30,2.30622925235733,1.04409803057016e-26,8.81454501872636e-24,2.07611352650715,7
"AT5G25460.1",NA,"5",8863224,8865677,"+",2453,"protein_coding","At5g25460 [Source:UniProtKB/TrEMBL;Acc:Q94F20]",3558.99505079218,2655.26430188743,2415.58245074098,1806.29979794524,1162.7414867186,1341.56260653987,1578.83512627064,1374.37098980355,1021.77273051058,442.912013533637,414.199310720935,276.660918850095,1.33455677152999e-14,4.55334088486389e-11,-1.10657658845418,2.47474502028312e-11,1.37801174310275e-08,-0.958579596927728,1.40709740695901e-31,2.17763958142539e-28,-1.78770778960073,2.79597904400706e-26,2.28667398627215e-23,-1.63971079807428,2
"AT1G32940.1","SBT3.5","1",11937499,11941102,"+",3603,"protein_coding","Subtilisin-like protease SBT3.5 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAP7]",419.620375802802,412.987030166677,473.562077490645,220.370638117285,288.339817924734,277.275798573626,343.749410648878,327.082911106333,284.010109120323,50.0618318509517,20.1899041868919,16.9330275433783,0.10153956524311,0.964879939051145,-0.454966408187689,0.00993489455199806,0.1675297199229,-0.71895319597216,2.04214963802296e-22,1.35448005872394e-19,-3.17404424895245,1.09174488510875e-25,8.65819860247915e-23,-3.43803103673692,2
"AT5G39050.1","PMAT1","5",15634444,15636480,"+",2036,"protein_coding","Phenolic glucoside malonyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q940Z5]",539.389737937022,426.087352811406,381.161251031282,157.054617495376,54.949944138231,37.0227704161491,664.203555772194,332.519536950929,297.937974712573,47.7122032363646,28.5592104445529,27.8041510993024,0.60170136352096,0.999931207122935,-0.138755335962107,3.74770620573504e-20,1.08979132344768e-16,-2.57606157062501,0.0137777605718372,0.185698781656196,-0.791969230607198,2.14811428137956e-25,1.65347937817601e-22,-3.2292754652701,6
"AT3G20940.1","CYP705A30","3",7339640,7341703,"+",2063,"protein_coding","Cytochrome P450, family 705, subfamily A, polypeptide 30 [Source:UniProtKB/TrEMBL;Acc:Q9LIG9]",229.324437242825,166.361574188529,163.060254085429,222.286360100383,215.807100064076,179.787248893167,236.52451377438,219.211196382587,251.023141815475,865.052915612679,628.7316117536,626.057436993571,0.0299039604938382,0.708939911366583,0.355089958771685,0.294203947657602,0.778282880290824,0.172630177696566,7.37035848995051e-31,1.08061092870816e-27,1.85445417869366,4.93262467534204e-25,3.68833486795361e-22,1.67199439761854,7
"AT2G23620.1","MES1","2",10047308,10049413,"-",2105,"protein_coding","Methylesterase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8S8S9]",72.702769934642,72.9810299082976,66.1727350132468,140.516874460919,103.646610548779,225.930685353243,88.992201477037,96.3338972570071,125.216073577985,961.775316659413,679.63897202736,887.892709123974,0.0700952079011547,0.904628207485235,0.528292557407027,0.000127730963993026,0.00827437390757791,1.10278626793274,1.14399773386045e-17,4.1932032726514e-15,2.38918001484022,5.32565485508289e-25,3.87160314478818e-22,2.96367372536594,7
"AT1G64660.1","MGL","1",24028830,24030780,"+",1950,"protein_coding","Methionine gamma-lyase [Source:UniProtKB/Swiss-Prot;Acc:Q9SGU9]",152.632462326901,617.720087499547,1257.24082045778,186.57082817887,1067.11555995759,2478.50051264745,178.669627965225,809.561310248621,1818.33561033473,2015.81717694256,6105.07138001513,9859.09825574875,0.0718582173406719,0.910993981566948,0.344835767724285,0.00763130581238747,0.142148686417077,0.511026962156374,3.59572838475549e-21,2.00332411228267e-18,1.80443387272994,2.23108986850013e-24,1.5781041337437e-21,1.97062506716203,7
"AT3G23510.1",NA,"3",8427557,8433340,"+",5783,"protein_coding","Cyclopropane-fatty-acyl-phospholipid synthase [Source:UniProtKB/TrEMBL;Acc:Q8GZ28]",9.89095678785524,6.08883034252672,13.2140261395678,42.8572052632512,37.9521893964877,102.677307621362,10.0597585776129,9.61891469289729,21.7528938770105,475.437470906219,349.348740488208,373.821003314023,0.389428551481797,0.999931207122935,0.449606292396706,1.46689355852949e-07,2.76187563455218e-05,2.53725297050188,1.89653751156028e-10,2.82523237751522e-08,2.66349771167924,4.41104213077829e-24,3.03793114748944e-21,4.75114438978442,5
"AT1G78380.1","GSTU19","1",29486387,29488007,"-",1620,"protein_coding","GSTU19 [Source:UniProtKB/TrEMBL;Acc:A0A178W4K6]",24121.6169752196,22539.3649869541,18006.2910116015,12497.2329470495,12590.9256233192,11474.347775888,18359.6988837967,19589.5977813452,18021.0200231822,9095.66623158539,9641.35290273642,8938.41272834903,0.0316625710798343,0.723922600782094,-0.199836085491971,3.97242785908516e-18,7.42588639286555e-15,-0.809257073703214,0.000140358476635772,0.00523422501156989,-0.36443935452632,6.39495595495172e-24,4.29134339223183e-21,-0.973860342737563,6
"AT5G13220.3","JAZ10","5",4218786,4221077,"+",2291,"protein_coding","jasmonate-zim-domain protein 10 [Source:TAIR;Acc:AT5G13220]",9.0795705677365,10.1408834909192,6.61326090659607,4.07635494176702,5.66201565378587,0,5.87346087008472,14.9764680656036,9.17799676151651,257.992218112903,215.266765896366,251.203037280683,0.710831334471951,0.999931207122935,0.192715368061828,0.0336630960755858,0.32591185358734,-1.3337364139554,9.38120555762026e-27,1.00512401237934e-23,6.17397978329419,2.56331659227481e-23,1.65621071741606e-20,4.64752800127697,1
"AT2G19060.1",NA,"2",8256921,8260545,"+",3624,"protein_coding","GDSL esterase/lipase At2g19060 [Source:UniProtKB/Swiss-Prot;Acc:O64469]",61.8653727628617,82.1681956902766,104.663974458806,272.260792446485,313.590814119792,566.886841064476,136.710703759586,227.759283337542,222.353268746871,1417.38866620877,935.268165308924,1367.00526093921,2.23853766562498e-06,0.00119805658006341,1.22592329413796,6.02791669754537e-17,9.85978799321625e-14,2.1411813729768,8.53117699629627e-11,1.34267230274478e-08,1.59926030079063,2.59465207344231e-23,1.65621071741606e-20,2.51451837962947,5
"AT3G27950.1",NA,"3",10377957,10379907,"+",1950,"protein_coding","GDSL-like Lipase/Acylhydrolase superfamily protein [Source:TAIR;Acc:AT3G27950]",12.3834349877242,19.2659640530771,18.7397927466533,57.0596755576554,77.6669788632105,82.4168339971116,8.39160213734874,18.1877992183216,17.2131961022219,124.255579203102,149.002072109781,155.760675827758,0.512809723117044,0.999931207122935,-0.237490974128491,6.99223724625664e-12,4.57484602429456e-09,2.07727650704622,0.000570152247898189,0.0167539358330167,0.840563873451527,5.30058275664213e-23,3.30289407914479e-20,3.15533135462624,5
"AT1G62810.1",NA,"1",23257610,23262002,"-",4392,"protein_coding","Primary amine oxidase [Source:UniProtKB/Swiss-Prot;Acc:Q8H1H9]",235.749019465167,367.348165863435,427.271112691633,254.067695651684,355.323232565534,536.636869001759,217.131615797559,315.299236230419,357.237427410911,554.138557045136,677.504959697524,857.667804324029,0.0323632814017664,0.729004459718174,-0.215846481267361,0.428184641236744,0.86226687025291,0.0778154768119304,7.69310575739218e-13,1.59930482898264e-10,0.681928894600477,1.34087392846874e-22,8.16093292603611e-20,0.975590852679769,7
"AT5G36220.1","CYP81D1","5",14253673,14256284,"-",2611,"protein_coding","Cytochrome P450 81D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG65]",10.7228705544628,20.2888779461244,16.5254172337373,10.1974338531013,12.1227350749026,10.5767595212212,20.1286358437778,28.870093477857,41.2588552400683,183.722328471811,254.424706165893,337.236309688847,0.00970038579615829,0.469453954443512,0.893051112849558,0.155865836817115,0.634285204868645,-0.560661613387446,2.28502470457078e-36,5.78672119956619e-33,4.32201708439341,1.71633349444322e-22,1.02086736097894e-19,2.8683043581564,1
"AT4G25900.1",NA,"4",13161279,13163678,"+",2399,"protein_coding","Glucose-6-phosphate 1-epimerase [Source:UniProtKB/TrEMBL;Acc:Q940G5]",1302.48220065931,1376.13028949771,1325.94289543708,891.717351402443,960.095446706911,1046.29123955211,1378.56946396631,1308.28624250756,1234.40822046429,708.26276679312,584.691525384893,638.890877530561,0.767025997793473,0.999931207122935,-0.0292061091466286,2.66083064662568e-06,0.00035895154047856,-0.467277980272485,1.99385660685471e-08,1.98367369632684e-06,-0.58961941670602,1.90054797346816e-22,1.10531646696967e-19,-1.02769128783188,6
